ID,Chla,Precip,Depth,Area,WRT,Vol,TNLA,TrophicIndex,En/Lin-N,De/Lin-N,ln(En/Lin)-N,ln(De/Lin)-N,En/Lin-P,De/Lin-P,ln(En/Lin)-P,ln(De/Lin)-P,ln(En/De) of N,ln(En/De) of P,Long,Lat
163956,3.25,774.1370286,5.8,1.35,1470.6,7880000,19.9967,2,0.705782173,2.350026274,-0.348448626,0.854426509,0.58624279,2.45509053,-0.534021257,0.898163636,-1.202875134,-1.432184893,-75.4549,41.2297
164080,0.9,782.5142857,4.1,1.25,486.4,5130000,19.4978,1,0.281068712,1.173626209,-1.269156114,0.16009828,0.130238912,1.564889594,-2.038384732,0.447815274,-1.429254394,-2.486200006,-84.9714,41.2349
164081,2,813.4955429,8.2,5.96,1493.6,48910000,19.4561,1,0.060496259,1.343309676,-2.805173756,0.295136476,0.027911737,1.42674251,-3.578707998,0.355393881,-3.100310232,-3.934101879,-105.9717,41.2284
164191,0.8,803.4925715,2.6,1.75,316.1,4510000,20.0261,1,0.225176644,0.778110798,-1.490870099,-0.250886351,0.108761941,1.146590475,-2.218593816,0.136792734,-1.239983748,-2.35538655,-85.8304,41.2237
164276,3.1,827.8180572,8.2,4.35,1256.5,35720000,20.0261,2,0.161364122,1.353642931,-1.824091843,0.302799426,0.143296376,1.487512139,-1.942840232,0.397105019,-2.126891269,-2.339945251,-116.5215,41.2195
164277,34.3,805.968,8.8,2.13,992.4,18690000,20.0261,4,0.866544533,2.520120837,-0.143241778,0.924306851,0.48131366,2.602186974,-0.731236121,0.956352235,-1.067548629,-1.687588357,-86.5904,41.2233
164323,19.6,807.6699428,5.4,1.17,276.3,6370000,20.0261,3,0.692611387,1.185315224,-0.367286206,0.170008751,0.522976866,1.689575281,-0.64821805,0.524477184,-0.537294957,-1.172695234,-101.6555,41.2177
164346,4.9,779.0467428,6.2,2.48,1315.4,15460000,20.1,2,0.35538463,1.730222386,-1.034554611,0.548249947,0.299929665,1.867982231,-1.204207282,0.624858827,-1.582804559,-1.82906611,-86.4046,41.2045
164347,0.6,778.744,3.3,2.14,37.5,6960000,20.1,1,0.055158857,0.17858709,-2.897537955,-1.722678897,0.035171853,0.423068556,-3.347509153,-0.860221043,-1.174859058,-2.48728811,-74.2082,41.198
164366,2.7,792.1142857,2.8,1.51,128.1,4180000,20.1302,2,0.346458756,0.456002559,-1.059991499,-0.785256857,0.345879745,0.819112808,-1.061664123,-0.199533465,-0.274734642,-0.862130658,-85.0104,41.2132
164367,5.4,771.7062857,6.4,2.21,3334.6,14120000,20.1,2,0.608048814,3.323529604,-0.497500114,1.201027352,0.461264596,2.915639188,-0.773783439,1.070089071,-1.698527466,-1.843872511,-106.2562,41.2066
164373,8.7,785.3714286,5.5,1.44,34.3,7890000,20.0261,3,0.204106751,0.279550998,-1.589112132,-1.274570542,0.197249783,0.634267006,-1.623284421,-0.455285267,-0.31454159,-1.167999154,-95.8584,41.2061
164385,1.4,810.5661714,5.1,2.56,293.1,13070000,20.0261,1,0.089309554,0.640068672,-2.415646812,-0.446179808,0.04730589,0.964004894,-3.051120476,-0.036658908,-1.969467004,-3.014461568,-111.3886,41.1929
164411,67.5,801.0586285,4.6,3.48,39.2,16120000,20.0261,4,0.184354157,0.252065307,-1.690896605,-1.378067069,0.140628307,0.535898475,-1.961634987,-0.623810548,-0.312829536,-1.337824439,-74.381,41.1746
164428,15.85,784.9142857,12.1,3.82,4933.2,46030000,20.1,3,0.46135425,4.962630454,-0.773589093,1.601935934,0.285251165,3.796284053,-1.254385208,1.334022708,-2.375525026,-2.588407915,-74.4641,41.1682
164455,1.3,771.3850285,5.7,1.2,1122.7,6790000,20.1,1,0.331228824,2.060591502,-1.104945831,0.722993079,0.148823566,2.281709455,-1.904993798,0.824924923,-1.827938909,-2.729918721,-91.0119,41.1885
164458,37.4,768.8265143,6.2,2.31,304.5,14360000,20.1,4,0.589534222,1.127778262,-0.528422507,0.120249558,0.363265876,1.514403756,-1.012620271,0.415021801,-0.648672065,-1.427642072,-75.8297,41.1724
164513,60,788.1936,4.1,2.32,147.5,9580000,20.0261,4,0.568585832,0.700736293,-0.564602997,-0.35562365,0.363355842,1.104867212,-1.012372643,0.099725158,-0.208979346,-1.112097801,-91.0928,41.188
164727,15.4,867.7404571,3.2,6.7,25.6,21690000,13.1837,3,0.073222709,0.128023261,-2.614249674,-2.055543303,0.056289365,0.316380768,-2.877249656,-1.150808827,-0.558706371,-1.726440829,-78.7252,41.1693
164738,520.6,806.4396571,2,1.31,57,2560000,20.0665,4,1.08232016,0.468375765,0.079107033,-0.758484389,0.710217117,0.904598147,-0.342184557,-0.10026447,0.837591422,-0.241920087,-74.7759,41.1698
164784,2.8,865.1428572,2.7,1.27,1838.3,3490000,13.1837,2,1.928431095,2.783913812,0.656706768,1.023857784,1.079973699,2.765861444,0.076936688,1.017352139,-0.367151016,-0.940415451,-74.3223,41.1849
164802,99.4,800.9774857,3.1,1.01,16,3190000,20.0665,4,0.54641167,0.22538804,-0.604382613,-1.48993174,0.429922236,0.574727328,-0.844150933,-0.553859563,0.885549127,-0.29029137,-110.8229,41.1516
164913,3.7,752.4571428,3.4,1.94,32.4,6490000,20.6563,2,0.117492944,0.168521662,-2.141376994,-1.780690978,0.14524608,0.411815752,-1.929325874,-0.887179234,-0.360686017,-1.042146641,-81.1206,41.1438
164963,5.7,842.2710857,5.2,1.02,945.3,5310000,20.4884,2,0.814654592,1.959703618,-0.204991069,0.672793246,0.701150318,2.249321219,-0.355032981,0.81062849,-0.877784315,-1.165661471,-80.8013,41.1237
165021,11.8,823.2824,2.3,2.75,417.1,6230000,20.4884,3,0.668314729,1.118214744,-0.402996066,0.111733435,0.469423929,1.471797191,-0.756249019,0.386484233,-0.514729501,-1.142733252,-80.9811,41.0967
165028,5.8,807.2739428,2.8,2.83,586.1,8000000,20.0665,2,0.382678301,0.969221951,-0.960560587,-0.031261641,0.330663493,1.25375769,-1.106654058,0.226145194,-0.929298946,-1.332799251,-74.3075,41.1282
165056,5.5,827.8474285,5,1.01,407.3,5030000,21.5365,2,0.542025895,1.133984632,-0.612441502,0.125737653,0.53606876,1.568144714,-0.623492843,0.44989321,-0.738179155,-1.073386053,-75.4143,41.1214
165062,67.2,797.4416,3.5,1.17,71.2,4110000,21.7575,4,0.819876439,0.565743609,-0.198601634,-0.569614291,0.600666395,1.038550881,-0.509715581,0.037826358,0.371012657,-0.547541939,-74.4851,41.1201
165074,75,790.8709715,5.9,2.42,2516.1,14350000,21.984,4,1.471134888,4.410630459,0.386034136,1.48401764,0.785444498,3.712673629,-0.241505482,1.311752272,-1.097983504,-1.553257753,-75.4584,41.1112
165102,30.317,790.2825143,6.9,6.98,16.7,47990000,21.263,4,0.042616105,0.110448403,-3.155523041,-2.203206811,0.040753671,0.28632216,-3.200209359,-1.250637667,-0.95231623,-1.949571691,-75.5193,41.1017
165125,36.85,923.5428571,1,1.23,14.7,1170000,20.1966,4,1.036543129,0.197712604,0.035891262,-1.6209408,0.720766433,0.515069195,-0.327440143,-0.663454029,1.656832062,0.336013886,-73.7459,41.089
165152,2.9,737.3714286,1.7,2.91,72.1,4810000,21.6558,2,0.187223959,0.243446817,-1.675449736,-1.412856773,0.208430534,0.501057211,-1.568149465,-0.69103499,-0.262592963,-0.877114475,-94.2208,41.0799
165172,26,806.3705143,2.9,2.15,399.3,6210000,21.984,3,0.658639312,1.194330178,-0.417579221,0.177585508,0.506332001,1.58199492,-0.680562695,0.458686658,-0.595164729,-1.139249354,-74.8355,41.0729
165189,12.4,859.0857143,5.3,1.59,98.7,8360000,21.141,3,0.298982346,0.537361878,-1.207370751,-0.621083524,0.272265006,0.966060524,-1.300979401,-0.034528792,-0.586287228,-1.266450609,-74.41,41.0596
165192,690.2,936.6465143,1.1,1.07,26.5,1140000,20.1966,4,1.469713055,0.306675937,0.385067181,-1.18196367,0.960547535,0.699876573,-0.040251809,-0.356851284,1.567030851,0.316599476,-81.9097,41.0669
165226,1.468,723.0774857,0.6,1.34,4.1,770000,16.6459,1,0.117361092,0.05022649,-2.142499844,-2.991212712,0.074102413,0.193033252,-2.602307177,-1.644892812,0.848712868,-0.957414365,-79.8817,41.0496
165227,32.7,812.1428572,2.2,2.44,298.9,5270000,21.984,4,1.108056377,1.091017081,0.102607468,0.087110363,0.680344489,1.472157525,-0.385156008,0.386729029,0.015497105,-0.771885037,-86.1793,41.0514
165248,248.6,920.2285715,1.3,1.83,69.6,2320000,20.1308,4,1.210485894,0.469533499,0.191021844,-0.756015633,0.732879912,0.871508059,-0.310773422,-0.137530167,0.947037478,-0.173243254,-81.3487,41.0639
165290,84.4,782.4066286,2.4,1.03,21.8,2490000,21.263,4,0.721959773,0.273875235,-0.325785858,-1.295082624,0.56123719,0.652302423,-0.577611665,-0.427246986,0.969296767,-0.150364679,-94.2683,41.0702
165307,177.2,791.4844572,3.7,1.96,441,7240000,21.7575,4,1.129709752,1.53045679,0.121960743,0.425566246,0.688554114,1.889117979,-0.373161367,0.636110042,-0.303605504,-1.009271409,-94.7314,41.0588
165478,3,804.8,1.7,1.29,143.4,2160000,21.5504,2,0.577203163,0.521494038,-0.549560972,-0.651057437,0.585840917,0.911707467,-0.534706999,-0.0924361,0.101496465,-0.442270899,-100.7753,41.0378
165511,65.2,905.7571428,0.9,1.68,0.1,1570000,20.6002,4,0.073513594,0.006701598,-2.610284933,-5.005409299,0.092303723,0.05294048,-2.382670802,-2.938587015,2.395124367,0.555916213,-77.6491,41.0241
165636,4.3,904.2057143,0.6,1.73,0.1,980000,20.6465,2,0.03102707,0.004010996,-3.47289523,-5.518715741,0.060510642,0.035204488,-2.804936033,-3.346581708,2.045820511,0.541645675,-74.2909,41.0742
165657,3.7,875.1954286,0.9,2.11,0.1,1790000,20.6002,2,0.018783722,0.003716918,-3.974764649,-5.594860467,0.038369221,0.032710543,-3.260499686,-3.42005783,1.620095818,0.159558144,-74.4967,41.0559
165681,21.2,872.652,1.5,2.68,407,3900000,20.6465,3,0.951396875,1.111359245,-0.04982398,0.105583811,0.629363223,1.470226573,-0.463046727,0.38541652,-0.155407791,-0.848463248,-74.6589,41.0195
165773,19.1,741.4724572,2.8,1.45,58.2,4000000,20.8981,3,0.409253795,0.39403925,-0.893419789,-0.931304755,0.372172191,0.795314662,-0.988398652,-0.229017441,0.037884966,-0.75938121,-81.4398,41.0284
165874,57.4,776,2.5,1.01,621,2520000,21.1042,4,3.498729358,2.468822228,1.252399862,0.903741206,1.902147066,2.79987437,0.642983283,1.029574548,0.348658656,-0.386591265,-110.5826,41.0146
165952,312.2,774.6565715,2.2,4.39,121.6,9830000,21.0232,4,0.410781632,0.483591668,-0.889693514,-0.72651439,0.277932991,0.802652119,-1.280375233,-0.219833886,-0.163179124,-1.060541347,-74.4313,41.0246
166008,10,771.4285715,1.3,1.92,204.6,2560000,21.0232,3,1.004952711,0.80534469,0.004940487,-0.216484907,0.744208326,1.235124132,-0.295434276,0.211171477,0.221425394,-0.506605752,-83.5701,41.0192
166134,8.6,930.8450286,2.2,1.81,415,3910000,20.8037,3,1.053681612,1.308429593,0.052290329,0.268827634,0.719778412,1.714420088,-0.328811875,0.539074882,-0.216537305,-0.867886757,-74.4939,41.0059
166167,49.9,707.9765714,4.8,2.68,48.4,12740000,20.8833,4,0.240177157,0.319828413,-1.426378474,-1.139970637,0.191175035,0.646674602,-1.654565858,-0.435912044,-0.286407837,-1.218653814,-72.0496,41.009
166387,85.5,819.4962286,4.5,4.38,40.8,19500000,20.7955,4,0.143082608,0.236904278,-1.94433314,-1.440099109,0.116893491,0.500768875,-2.146492091,-0.691610612,-0.504234031,-1.454881479,-80.6184,40.9709
166513,20.4,936.3,7,2.92,111.2,20600000,23.4431,3,0.126023369,0.46016853,-2.071287922,-0.776162487,0.133962796,0.812332212,-2.010193159,-0.207845894,-1.295125435,-1.802347265,-87.5028,40.9796
166735,56.3,911.6571428,3.2,1,27.9,3210000,23.9665,4,0.595151069,0.325518094,-0.518940009,-1.12233723,0.530933339,0.73378812,-0.633118804,-0.309534957,0.603397221,-0.323583846,-74.2479,40.9737
167046,65,893.0162286,2.7,7.31,293.8,19540000,14.7703,4,0.405367905,0.708282821,-0.902960217,-0.3449118,0.200836749,0.973618517,-1.605262893,-0.026735719,-0.558048417,-1.578527174,-81.1848,40.98
167112,7.3,1247.9888,14.5,8.76,166.3,127000000,18.1061,3,0.0369121,0.392921774,-3.299215877,-0.934144736,0.032812972,0.64391401,-3.41693136,-0.440190086,-2.36507114,-2.976741274,-96.8711,40.9735
167319,10.2,996.2573714,6.8,1.85,980.9,12540000,21.0087,3,0.6415376,2.277804596,-0.443887484,0.823212082,0.463839116,2.467637339,-0.76821752,0.90326115,-1.267099567,-1.67147867,-120.1431,40.9799
167390,8.4,970.9610286,38.5,1.38,217.9,53100000,20.2264,3,0.115779999,0.952520937,-2.156063449,-0.048643192,0.113736467,1.434229825,-2.173871199,0.360627998,-2.107420258,-2.534499196,-81.5382,40.9676
167522,10.4,1149.388,9,1.11,8.6,10000000,21.0409,3,0.087848101,0.124953293,-2.432146085,-2.079815264,0.111399056,0.383784564,-2.194636429,-0.957673915,-0.352330821,-1.236962513,-74.5148,40.9715
167632,54.5,982.0953143,1.7,1.03,20.5,1730000,22.6536,4,0.851554591,0.263077071,-0.160691669,-1.335308245,0.692473703,0.635173836,-0.367485015,-0.453856561,1.174616576,0.086371545,-74.4437,40.9779
167678,2.5,826.5142858,14.6,1.27,24.3,18500000,21.8259,2,0.048763169,0.164238394,-3.020779977,-1.806436283,0.076263436,0.425321302,-2.573561667,-0.854910391,-1.214343694,-1.718651276,-111.4104,40.9477
167923,0.6,825.2571428,2.6,1.44,92.1,3760000,23.2751,1,0.130941988,0.374220447,-2.033000895,-0.982910224,0.084829862,0.722701191,-2.46710765,-0.324759433,-1.05009067,-2.142348217,-100.4098,40.9486
167959,46.1,838.5656,2.9,6.08,14.2,17910000,23.2751,4,0.079880338,0.104730418,-2.527225536,-2.256365678,0.077981143,0.280904796,-2.551288241,-1.269739472,-0.270859858,-1.281548769,-90.1317,40.9629
168036,69.4,936.1737143,2.7,2.35,159.4,6350000,23.2751,4,0.692457797,0.733601381,-0.367507986,-0.309789475,0.492903757,1.137178041,-0.707441343,0.128549791,-0.057718511,-0.835991134,-102.6514,40.932
168179,1.6,1093.332114,38.3,1.91,116.3,73000000,21.4431,1,0.01549183,0.391177333,-4.167442508,-0.938594286,0.012064584,0.720138342,-4.417481097,-0.328311943,-3.228848222,-4.089169154,-81.5256,40.9396
168230,3.6,974.6013714,24.6,1.09,461.9,26700000,16.7073,2,0.197117422,1.195791314,-1.623955675,0.178808154,0.180027972,1.609831869,-1.714643043,0.476129744,-1.802763829,-2.190772787,-72.4416,40.9193
168431,2.1,1282.904,2.5,5.77,48,14500000,21.2906,2,0.058549951,0.143484579,-2.837875025,-1.941527716,0.072356684,0.3261468,-2.626147447,-1.120407693,-0.89634731,-1.505739754,-111.5901,40.9089
168586,3.9,1795.474285,4.4,1.1,36.2,4880000,15.7777,2,0.227718254,0.225245932,-1.479646144,-1.490562443,0.214460267,0.532999306,-1.539630795,-0.629235156,0.010916299,-0.910395639,-111.5901,40.9089
168598,2.6,1773.712457,7.7,3.16,557.1,24310000,15.7777,2,0.193969242,0.898744628,-1.640055678,-0.106756348,0.147149719,1.177472928,-1.916304713,0.163370555,-1.53329933,-2.079675268,-74.638,40.9478
168602,5.8,1837.714285,6.7,4.24,234.3,28560000,15.7777,2,0.106179534,0.455593902,-2.242623901,-0.786153432,0.0885161,0.725956055,-2.424570819,-0.320265796,-1.456470469,-2.104305023,-74.694,40.9072
168619,6.4,1878.906743,9,8.42,285.7,76080000,15.4887,2,0.048114563,0.398729342,-3.034170376,-0.919472432,0.040567859,0.613676277,-3.204779165,-0.488287726,-2.114697944,-2.716491439,-74.4081,40.8822
168620,8,788.2162285,1.8,1.41,350.5,2600000,24.1574,3,1.229619329,1.289278956,0.206704633,0.254083113,0.99826951,1.747841129,-0.001731989,0.558381386,-0.04737848,-0.560113375,-115.387,40.8738
168627,4.7,1874.118629,10.2,5.29,253.4,53860000,15.7777,2,0.064355805,0.440551357,-2.743328133,-0.819728251,0.055990207,0.691963777,-2.882578474,-0.368221669,-1.923599881,-2.514356804,-74.7455,40.8716
168633,2.4,1933.257143,5.4,2.99,261.9,16070000,15.7777,2,0.18663557,0.560259748,-1.678597387,-0.579354768,0.148392057,0.866907988,-1.907897477,-0.142822434,-1.09924262,-1.765075042,-74.7455,40.8716
168637,240,671.8857143,2.8,1.05,34077.7,2940000,19.7061,4,20.50103641,33.41810155,3.020475441,3.509097716,7.400520639,15.61949079,2.001550354,2.748519544,-0.488622275,-0.74696919,-94.0647,40.8542
168646,1,1677.935086,11.6,6.16,382,71480000,17.8836,1,0.024874815,0.543576947,-3.693899448,-0.609584005,0.012997274,0.781197892,-4.343015654,-0.246926778,-3.084315442,-4.096088876,-75.9745,40.8638
168664,2.6,2056.246628,13.9,2.25,546,31180000,15.7777,2,0.172093446,1.010373275,-1.75971766,0.010319842,0.137561962,1.323578553,-1.983680828,0.280339093,-1.770037503,-2.264019921,-105.0289,40.8546
168698,0.6,223.3723428,2.3,7.79,6309.1,17990000,21.4472,1,0.20502968,3.111411602,-1.584600532,1.135076515,0.08551969,2.410568281,-2.459008633,0.879862521,-2.719677046,-3.338871154,-75.6106,40.8631
168700,2.2,1979.970743,13.7,8.48,239.6,116270000,18.2279,2,0.027366588,0.354402577,-3.598432433,-1.03732179,0.029209691,0.567183563,-3.533254731,-0.567072283,-2.561110643,-2.966182448,-85.4449,40.841
168707,18.2,1976,12.2,2.07,552.8,25310000,18.2279,3,0.318081462,1.499209217,-1.145447758,0.404937781,0.227182483,1.846873898,-1.482001696,0.613494425,-1.550385539,-2.095496121,-75.8161,40.8356
168777,1.15,2150.565714,18.4,1.83,241.5,33790000,15.5282,1,0.053698615,0.641375453,-2.92436807,-0.444140263,0.025658911,1.00375931,-3.662864354,0.003752261,-2.480227807,-3.666616615,-96.8741,40.8478
168795,2.8,2131.912229,17.4,3.37,194.6,58540000,15.5282,2,0.060024527,0.440629271,-2.813002022,-0.819551412,0.055182915,0.729324845,-2.897101889,-0.315636043,-1.99345061,-2.581465846,-96.8741,40.8478
168809,1,2225.433143,33.7,7.8,162.9,263220000,15.5282,1,0.006652731,0.284308747,-5.012727873,-1.257694493,0.003724496,0.495036278,-5.592823714,-0.703124229,-3.755033379,-4.889699485,-105.1597,40.8425
168867,5.8,1979.1176,36.4,6.53,1108.3,237760000,14.6786,2,0.043373485,1.067066167,-3.137906972,0.064912982,0.033947278,1.212241345,-3.3829466,0.192470998,-3.202819955,-3.575417597,-96.7413,40.8242
168930,7.4,1543.262286,6.5,7.76,96,50250000,19.8075,3,0.055320665,0.287328725,-2.894608744,-1.247128337,0.051244134,0.530929239,-2.971154123,-0.633126526,-1.647480407,-2.338027597,-96.7413,40.8242
168948,2.7,1613.371428,5,2.91,171.2,14440000,19.8075,2,0.134565797,0.428660738,-2.005702005,-0.847089494,0.140282185,0.728494403,-1.964099276,-0.316775336,-1.15861251,-1.64732394,-92.582,40.8152
168968,4.2,1491.264114,14.9,9.41,425.2,140170000,20.0213,2,0.028094219,0.495610133,-3.572191445,-0.701965684,0.03115617,0.699534265,-3.468742965,-0.357340501,-2.870225761,-3.111402463,-85.6178,40.7757
169009,89.9,681.1987428,5.2,2.85,172.1,14950000,24.3276,4,0.345664847,0.716333256,-1.062285625,-0.333609779,0.275924824,1.094552547,-1.287626826,0.090345647,-0.728675845,-1.377972473,-80.8783,40.8008
169034,23.2,1594.971428,6.3,4.83,164.1,30480000,20.0213,3,0.116265483,0.489408614,-2.15187906,-0.714557527,0.100397867,0.797993514,-2.298614312,-0.225654809,-1.437321533,-2.072959503,-111.3959,40.7723
169067,0.5,2158.2432,9.7,9.94,197.7,96500000,19.8075,1,0.011807372,0.294052851,-4.439031202,-1.223995763,0.007325441,0.492114613,-4.916401901,-0.709043635,-3.215035438,-4.207358266,-111.3959,40.7723
169133,11.2,2326.149143,21.4,2.63,204.1,56400000,18.9625,3,0.098354556,0.712661667,-2.319176413,-0.338748491,0.087162742,1.098206666,-2.439978306,0.093678546,-1.980427922,-2.533656852,-103.2902,40.7788
169169,9.4,1429.4496,2.4,1.07,133.4,2570000,22.3639,3,0.879613556,0.761777703,-0.128272609,-0.272100494,0.75070218,1.27432264,-0.286746271,0.242414774,0.143827885,-0.529161045,-106.4729,40.78
169276,2.8,1781.544343,19.4,1.52,249.4,29350000,12.799,2,0.168131977,0.703345644,-1.783006032,-0.351906838,0.118109945,1.090202022,-2.136139351,0.08636302,-1.431099194,-2.222502371,-74.1072,40.7798
169303,12.5,782.5865143,1.2,1.76,57.2,2120000,24.2304,3,0.56412572,0.361699546,-0.572478144,-1.016941394,0.541277464,0.734759456,-0.613823259,-0.308212105,0.44446325,-0.305611154,-109.297,40.7721
169308,1.55,976.3701714,22.8,5.39,324.8,123000000,6.6384,1,0.052296016,0.514529513,-2.950835081,-0.664502363,0.007833934,0.765123802,-4.849290518,-0.267717626,-2.286332718,-4.581572892,-109.297,40.7721
169365,5.9,1450.794629,34.6,6.35,113.3,220000000,16.6218,2,0.013872676,0.242591393,-4.2778341,-1.416376762,0.015833047,0.456502264,-4.145655948,-0.78416162,-2.861457338,-3.361494328,-112.129,40.7578
169409,5.413,1402.087543,21.1,8.33,244.1,175570000,19.6274,2,0.01916934,0.361206824,-3.954443174,-1.018304565,0.022704026,0.575557866,-3.785213001,-0.552415507,-2.936138609,-3.232797494,-74.129,40.7605
169695,414.6,1222.540914,2.8,4.27,0.6,12000000,24.0925,4,0.024723183,0.015132809,-3.700013893,-4.19089013,0.035279922,0.081404758,-3.344441256,-2.508321555,0.490876236,-0.836119701,-93.7795,40.7721
169702,23.5,1138.975771,1.4,2.32,0.1,3270000,24.6934,3,0.017869007,0.005109273,-4.024687547,-5.276698235,0.036779759,0.042501262,-3.302807623,-3.158221508,1.252010688,-0.144586115,-109.6221,40.756
169719,4.2,1832.228572,14.2,1.26,766.4,17940000,22.8462,2,0.253336721,1.57539351,-1.373035762,0.454505089,0.278059125,1.899594748,-1.279921507,0.641640573,-1.827540851,-1.92156208,-109.6221,40.756
169729,1.4,985.3818286,68.1,2.69,86.1,182800000,15.3411,1,0.008364385,0.281784127,-4.783772477,-1.266614007,0.005165345,0.557024135,-5.265783397,-0.585146709,-3.51715847,-4.680636688,-82.3771,40.7616
170136,1.3,967.5536,22.8,5.06,611.9,115160000,15.3411,1,0.026221098,0.797789919,-3.641190916,-0.225909976,0.011806622,1.03021393,-4.439094731,0.02976648,-3.41528094,-4.468861211,-84.0451,40.7396
170157,23.7,931.4422858,34.5,4,26.3,138000000,22.8285,3,0.014438473,0.158802442,-4.237858905,-1.840094353,0.020508606,0.387412172,-3.886910697,-0.948266109,-2.397764552,-2.938644587,-84.2335,40.7375
170174,3.3,871.8811428,28.3,2.44,49,69000000,17.7464,2,0.02657855,0.202302049,-3.627650788,-1.597993405,0.033428761,0.452482371,-3.398338631,-0.793006475,-2.029657383,-2.605332156,-75.1022,40.7343
170284,2.3,781.9530286,25.3,1.99,227.1,50300000,21.4603,2,0.060670727,0.596602605,-2.802293957,-0.51650404,0.078393683,0.947554954,-2.546011935,-0.053870345,-2.285789917,-2.49214159,-83.3789,40.7033
170493,3.45,1049.142857,3.4,1.31,128.9,4430000,23.2839,2,0.299120398,0.483502345,-1.206909117,-0.726699114,0.355623713,0.865659256,-1.033882094,-0.144263917,-0.480210003,-0.889618176,-83.2794,40.7082
170530,6.4,1102.542857,1.9,1.21,495.1,2270000,25.0491,2,0.906869602,1.202218446,-0.097756607,0.184168555,0.924404909,1.596035032,-0.07860509,0.467522449,-0.281925163,-0.546127539,-82.6299,40.7075
170574,10.4,1057.714286,1.7,1.65,34.1,2790000,25.0491,3,0.352130989,0.264318789,-1.043752045,-1.330599371,0.380519173,0.601583749,-0.966218714,-0.50818952,0.286847326,-0.458029193,-78.5492,40.6707
170654,5.3,847.0321142,25.1,2.28,16.8,57400000,19.7292,2,0.016762148,0.103074393,-4.088632053,-2.272304293,0.026380471,0.291948875,-3.635131259,-1.231176579,-1.81632776,-2.40395468,-92.0065,40.6901
170697,0.8,820.1856,59.6,8.01,297.8,477200000,19.1223,1,0.004744234,0.417616234,-5.350825279,-0.873192369,0.003179807,0.636440489,-5.750934684,-0.451864363,-4.47763291,-5.299070321,-115.762,40.671
170744,7.5,1354.333372,33.2,1.11,326.3,36900000,23.8937,3,0.170118305,1.348529642,-1.771261172,0.299014845,0.181746017,1.851398942,-1.705145078,0.615941538,-2.070276016,-2.321086616,-99.8529,40.694
170781,0.2,937.5704,12.9,1.52,133.9,19700000,28.0408,1,0.037836783,0.468219898,-3.274473563,-0.758817225,0.033010968,0.83292514,-3.410915409,-0.182811508,-2.515656338,-3.228103901,-81.19,40.6625
170887,1.1,1201.143658,6.3,1.26,58.6,7970000,23.6582,1,0.060960199,0.293021265,-2.797534105,-1.227510097,0.045888404,0.624361254,-3.081542835,-0.471026145,-1.570024008,-2.610516691,-86.7541,40.6941
170999,62,655.0528,2.4,5.86,3,14010000,27.4,4,0.039207164,0.038414355,-3.238895785,-3.259324072,0.052581088,0.145305619,-2.945398772,-1.928916039,0.020428287,-1.016482733,-74.9315,40.6529
171159,21.5,703.0929143,48.7,6,137.7,292000000,12.7513,3,0.02794123,0.401523467,-3.57765192,-0.912489299,0.019183036,0.682611839,-3.953728913,-0.381828899,-2.665162622,-3.571900014,-118.2778,40.6521
171205,0.2,713.6714286,24.2,5.23,1745.7,126700000,28.1562,1,0.023543934,1.564050712,-3.748887073,0.447279066,0.017136918,1.601981526,-4.066520173,0.471241317,-4.196166139,-4.53776149,-82.3444,40.6397
171221,1.8,708.0643428,50.9,5.82,98.4,296300000,17.1671,1,0.004704506,0.228732674,-5.359234607,-1.475201321,0.0031618,0.443555213,-5.756613832,-0.812932992,-3.884033286,-4.94368084,-105.0794,40.6274
171310,1.3,863.3142857,104.9,1.35,44.7,142000000,22.2863,1,0.006251774,0.239043899,-5.074889942,-1.431108065,0.006161097,0.541324664,-5.089500438,-0.613736062,-3.643781877,-4.475764376,-74.8255,40.6158
171618,20.138,930.2085714,7.7,8.36,437.2,64600000,22.0475,3,0.083441816,0.752885938,-2.483605708,-0.28384154,0.075366666,0.9954397,-2.5853902,-0.00457073,-2.199764169,-2.580819471,-104.879,40.611
171729,12.6,488.0353142,6.7,1.34,90.6,9020000,22.7771,3,0.280177365,0.54253232,-1.27233243,-0.61150762,0.267258641,0.991745543,-1.319538398,-0.008288714,-0.66082481,-1.311249684,-105.1591,40.5579
171867,6.4,474.8571428,10.1,2.15,33,21700000,21.8601,2,0.046539087,0.163965447,-3.067462741,-1.808099562,0.065128382,0.399608487,-2.73139485,-0.917269993,-1.259363179,-1.814124858,-79.0293,40.5776
171912,12.2,624.3428572,19.9,1.12,233,22200000,21.4741,3,0.240252859,1.078146719,-1.426063332,0.075243566,0.219362903,1.594996271,-1.517027828,0.466871398,-1.501306898,-1.983899227,-80.3629,40.5801
171995,14.5,445.3962286,42.7,7.44,758.6,317300000,19.9511,3,0.037429204,1.129081244,-3.285304022,0.121404244,0.033258926,1.319257545,-3.403432095,0.277069112,-3.406708266,-3.680501207,-110.5039,40.5782
172013,5.7,456.1819428,32.6,2.96,206.8,96700000,19.2065,2,0.036386873,0.48189706,-3.3135472,-0.730024756,0.043278614,0.785591423,-3.140096663,-0.241318439,-2.583522444,-2.898778224,-107.3757,40.5722
