ID,Area,Chla,TNmean,TN5,TN95,TPmean,TP5,TP95,N_Load,N_EN,N_DE,N_Outflow,P_Load,P_EN,P_DE,P_Outflow
NLA12_ND-106,5.0,13.2,2.1,1.4,2.8,0.35,0.23,0.5,0.02593531669865643,0.0013032548643169828,0.00609,0.021591708253358925,0.00810978886756238,0.00026593072938101625,0.004549999999999999,0.003598618042226487
NLA12_ND-107,0.2,19.48,7.2,5.8,8.8,0.49,0.35,0.66,0.0020386363636363636,0.034089789955777966,0.02088,0.015552,0.0005886363636363637,0.00670350774129338,0.00637,0.0010584
NLA12_ND-110,0.44,6.8,1.4,1.1,1.7,0.18,0.15,0.22,0.006652336448598131,0.01045501869701315,0.004059999999999999,0.01345256074766355,0.0018411214953271027,0.0021822157051111205,0.0023399999999999996,0.0017296149532710278
NLA12_ND-112,18.39,3.28,0.85,0.61,1.1,0.065,0.046,0.088,0.00285409732462608,0.00018404828187224364,0.0024649999999999997,0.0006095504529176322,0.0008311565199073099,3.580732738762972e-5,0.0008449999999999999,4.6612681693701285e-5
NLA12_ND-114,5.36,17.28,3.5,2.6,4.6,0.31,0.22,0.41,0.013358391608391609,0.0008487001653714688,0.01015,0.004176503496503497,0.0041134032634032635,0.00016901299265005825,0.00403,0.00036991888111888115
NLA12_ND-118,0.51,1.76,3.2,2.2,4.5,0.18,0.12,0.24,0.004968874172185431,0.004566264718722752,0.00928,0.0005492980132450331,0.0013920529801324504,0.0007580357418461371,0.0023399999999999996,3.089801324503311e-5
NLA12_ND-119,0.67,11.64,2.7,2.0,3.6,0.14,0.094,0.19,0.0007705555555555556,0.0072892578514793015,0.00783,0.0005184,0.00022,0.001500738425751775,0.00182,2.6880000000000004e-5
NLA12_ND-131,10.41,2.917333333,0.91,0.66,1.2,0.085,0.059,0.12,0.004328101432880845,1.578111696311631e-5,0.002639,0.0016919576470588236,0.0012381315987933636,3.001081771457511e-6,0.001105,0.00015804
NLA12_ND-134,1.87,24.4,1.9,1.4,2.6,0.095,0.071,0.12,0.0016059665871121717,0.0037735745017875434,0.005509999999999999,7.83579952267303e-5,0.0004634844868735083,0.0007230805546494048,0.001235,3.917899761336516e-6
NLA12_ND-139,0.18,2.732,5.7,3.5,8.0,0.35,0.22,0.51,0.0038,0.018997354235277077,0.01653,0.006871813953488372,0.001072093023255814,0.0035616917391883066,0.004549999999999999,0.00042195348837209296
NLA12_ND-149,0.33,164.0,7.2,4.7,11.0,0.27,0.18,0.39,0.0008685714285714286,0.020667427957488972,0.02088,0.0011849142857142858,0.0002123809523809524,0.0031527873081360286,0.00351,4.443428571428572e-5
NLA12_ND-151,1.44,48.96,1.6,1.3,1.9,0.15,0.12,0.18,0.0036942105263157894,0.009584668040453315,0.00464,0.008658189473684212,0.0010673684210526315,0.0016815948850869224,0.00195,0.0008117052631578947
NLA12_ND-155,0.84,0.708,0.84,0.55,1.2,0.061,0.042,0.083,0.002071827411167513,0.0011943016981909803,0.002436,0.0009946964467005077,0.0006593908629441625,0.0001360795141595326,0.000793,7.223390862944162e-5
NLA12_ND-156,1.31,78.56,3.1,2.1,4.5,0.12,0.087,0.17,0.0012782771535580525,0.007376429145258785,0.00899,0.00010031460674157306,0.00031872659176029964,0.001220093951171973,0.00156,3.883146067415731e-6
NLA12_ND-160,0.44,7.24,2.3,1.7,3.0,0.13,0.092,0.18,0.0007271604938271605,0.007042320204147559,0.006669999999999999,0.0013493333333333332,0.00022345679012345678,0.0014711275082310074,0.0016899999999999999,7.626666666666667e-5
NLA12_ND-162,0.39,21.6,3.9,3.1,4.7,0.26,0.19,0.34,0.002033333333333333,0.01653042060516829,0.011309999999999999,0.007608774193548388,0.0005817204301075268,0.0032131732989974875,0.0033799999999999998,0.0005072516129032259
NLA12_ND-164,0.58,39.4893617,3.5,2.4,5.1,0.15,0.098,0.21,0.0006921052631578947,0.009206955853878557,0.01015,0.00015915789473684212,0.00016842105263157895,0.0016605981749256635,0.00195,6.8210526315789475e-6
NLA12_ND-167,0.69,42.576,0.99,0.81,1.2,0.13,0.1,0.16,0.006672549019607843,0.008699595926156108,0.002871,0.012494964705882352,0.0019073529411764705,0.0015539558991125464,0.0016899999999999999,0.0016407529411764706
NLA12_ND-172,1.54,82.24,3.0,2.2,4.1,0.15,0.12,0.2,0.005699827586206897,0.0034191541428712294,0.0087,0.0005362758620689655,0.0014075862068965517,0.0005624574374869924,0.00195,2.6813793103448274e-5
NLA12_ND-173,1.56,3.004,3.4,2.5,4.6,0.21,0.16,0.28,0.00776327868852459,0.0027741146371855503,0.009859999999999999,0.0008668327868852458,0.002160327868852459,0.0005307296225493337,0.00273,5.353967213114753e-5
NLA12_ND-178,0.31,2.868,3.0,1.8,4.4,0.13,0.074,0.2,0.0014106194690265486,0.007360789168545754,0.0087,0.0004587610619469027,0.00018495575221238938,0.0013947713495070164,0.0016899999999999999,1.9879646017699117e-5
NLA12_ND-186,0.85,8.16,2.6,2.1,3.2,0.31,0.24,0.39,0.010255642023346303,0.004605046682397429,0.00754,0.00734231906614786,0.003875486381322957,0.0009616430274757521,0.00403,0.0008754303501945525
NLA12_ND-187,0.76,7.04,0.82,0.66,0.98,0.082,0.067,0.099,0.0016672131147540984,0.004634977906402903,0.002378,0.0038908327868852456,0.00046270491803278687,0.0009679647007053475,0.0010659999999999999,0.0003890832786885246
NLA12_ND-193,0.51,81.12,4.5,3.3,6.1,0.21,0.16,0.27,0.005433609958506224,0.008211825438090707,0.013049999999999999,0.0009679668049792531,0.0013269709543568464,0.0013530694981906933,0.00273,4.517178423236514e-5
NLA12_ND-194,16.72,460.8,1.3,0.99,1.8,0.12,0.086,0.16,0.004749543726235742,0.0003022433295625649,0.00377,0.0011630600760456273,0.0015958174904942967,4.233066910860154e-5,0.00156,0.00010735939163498097
NLA12_ND-196,1.75,17.17333333,1.1,0.94,1.3,0.095,0.077,0.12,0.0027536821705426355,0.0028180479162344834,0.00319,0.002320744186046512,0.000849031007751938,0.0005615472708109758,0.001235,0.00020042790697674418
NLA12_ND-199,0.18,6.24,8.6,6.2,12.0,0.48,0.33,0.67,0.0023790697674418606,0.025314589452203915,0.024939999999999997,0.003456,0.0007604651162790698,0.005271369441385762,0.00624,0.00019289302325581394
NLA12_NE-102,0.22,182.6666667,15.0,10.0,20.0,0.72,0.49,1.0,0.0009567567567567568,0.059354352650797956,0.0435,0.017513513513513514,0.0007756756756756757,0.008960115034741907,0.009359999999999999,0.0008406486486486486
NLA12_NE-103,4.96,32.26666667,1.7,1.2,2.4,0.1,0.068,0.14,0.005280977182539682,8.332612751372719e-5,0.0049299999999999995,0.0004961571428571429,0.0012756944444444445,1.5422948935339932e-5,0.0013,2.918571428571429e-5
NLA12_NE-104,0.3,157.86,1.5,1.0,2.2,0.42,0.21,0.71,0.6798541666666666,0.0225068520545604,0.00435,0.67824,0.19359791666666668,0.003446441779299657,0.00546,0.18990719999999997
NLA12_NE-105,0.37,48.467,5.3,3.6,7.6,0.28,0.2,0.37,0.0011333333333333334,0.015148028882605767,0.015369999999999998,0.0015264,0.000915,0.0026611132554426025,0.00364,8.064000000000001e-5
NLA12_NE-106,0.28,98.66666667,2.9,2.3,3.5,0.29,0.24,0.34,0.01705348837209302,0.023671890000649384,0.008409999999999999,0.032048372093023254,0.0032511627906976746,0.0038122476847851114,0.0037699999999999995,0.0032048372093023253
NLA12_NE-107,1.22,28.0,3.0,2.3,3.9,0.2,0.15,0.27,0.0035174089068825912,0.006599515076871916,0.0087,0.0016790283400809716,0.0014222672064777328,0.0012434925492510042,0.0026,0.00011193522267206478
NLA12_NE-108,1.98,269.3333333,0.77,0.51,1.1,0.04,0.03,0.052,0.0002475409836065574,0.002078992853470805,0.0022329999999999997,0.00013935737704918034,0.00019489981785063753,0.0003031523796630341,0.00052,7.239344262295083e-6
NLA12_NE-109,6.08,12.01333333,0.4,0.31,0.52,0.022,0.017,0.029,0.0006676666666666667,0.0005514933894089315,0.00116,9.36e-5,0.000170625,0.00011330793242297091,0.00028599999999999996,5.148e-6
NLA12_NE-110,0.14,257.6,3.6,2.8,4.4,0.45,0.35,0.56,0.041028125,0.07104249085409567,0.01044,0.10108800000000001,0.008475,0.010397963840861902,0.00585,0.012636000000000001
NLA12_NE-111,0.88,7.428571429,2.1,1.5,2.8,0.1,0.076,0.14,0.0019546762589928057,0.004136635964260384,0.00609,0.0002610647482014389,0.00042985611510791365,0.000864251678514526,0.0013,1.2431654676258995e-5
NLA12_NE-114,8.56,5.82,0.22,0.16,0.3,0.012,0.0088,0.017,0.0005938845144356956,9.311330559773257e-5,0.000638,5.0887559055118106e-5,0.00013764654418197726,1.9331803697490427e-5,0.000156,2.7756850393700784e-6
NLA12_NE-121,10.35,218.6666667,0.3,0.21,0.43,0.019,0.014,0.024,0.00015337401292175163,0.0008031675568298203,0.0008699999999999999,9.396697774587224e-5,0.0001230078966259871,0.00011924387853163872,0.000247,5.9512419239052415e-6
NLA12_NE-125,0.21,212.0,16.0,11.0,22.0,0.72,0.48,1.0,0.000672972972972973,0.0602878491747634,0.0464,0.014944864864864866,0.000545945945945946,0.008975787351678909,0.009359999999999999,0.0006725189189189189
NLA12_NE-127,0.87,19.73333333,11.0,7.8,15.0,0.91,0.66,1.2,0.025745422535211268,0.00529801693199493,0.0319,0.0003346478873239437,0.01049119718309859,0.0010403420963188393,0.01183,2.7684507042253522e-5
NLA12_NE-154,0.39,114.9333333,2.3,1.9,2.8,0.2,0.17,0.24,0.009625503355704697,0.013947022775445841,0.006669999999999999,0.016537771812080538,0.001855704697986577,0.00220803522552225,0.0026,0.0014380671140939599
NLA12_NE-156,0.42,424.0,5.7,3.7,8.3,0.22,0.14,0.32,0.0001637795275590551,0.018662975821020056,0.01653,0.0023266771653543306,0.0001425196850393701,0.0026287741747157392,0.0028599999999999997,8.98015748031496e-5
NLA12_NE-157,0.28,15.76,4.0,3.4,4.7,0.36,0.27,0.46,0.003116326530612245,0.02903623425223169,0.0116,0.02045387755102041,0.0006346938775510204,0.0058347690265921895,0.004679999999999999,0.0018408489795918366
NLA12_NE-158,0.17,5.48,2.0,1.4,2.7,0.33,0.22,0.47,0.055838095238095235,0.024845384153310727,0.0058,0.07405714285714286,0.0116,0.005140935431445681,0.00429,0.012219428571428574
NLA12_NE-170,0.6,248.76,2.1,1.6,2.6,0.21,0.16,0.25,0.016350602409638555,0.013650056705171582,0.00609,0.02382766265060241,0.0030481927710843374,0.0020038032563548655,0.00273,0.002382766265060241
NLA12_NH-102,0.13,5.408,1.1,0.81,1.4,0.071,0.051,0.096,0.009170175438596492,0.015071110729254721,0.0121,0.012838736842105266,0.0004473684210526316,0.0029888891831859575,0.0025559999999999997,0.0008286821052631579
NLA12_NH-103,16.84,1.74,0.43,0.23,0.68,0.041,0.018,0.072,0.026427756097560977,0.0001009774651986387,0.00473,0.02196408117073171,0.003553487804878049,2.9368314004834694e-5,0.0014759999999999999,0.0020942496
NLA12_NH-104,2.42,3.948,0.32,0.16,0.54,0.012,0.0064,0.021,0.005403968697596423,0.0003984107899148133,0.0035199999999999997,0.0023459845723868083,0.0004439351593068754,8.759068886162487e-5,0.000432,8.797442146450531e-5
NLA12_NH-105,0.6,3.8,0.5,0.35,0.69,0.027,0.018,0.038,0.00608957528957529,0.002687792891860803,0.0055,0.0037028571428571427,0.000571042471042471,0.0005985135068495354,0.0009719999999999999,0.00019995428571428572
NLA12_NH-108,0.32,3.368,0.46,0.3,0.68,0.046,0.027,0.072,0.01990516129032258,0.004163568960397578,0.00506,0.01912840258064516,0.0026716129032258065,0.0009656151248247655,0.001656,0.001912840258064516
NLA12_NH-109,3.47,0.6112,0.017,0.01,0.027,0.00085,0.00038,0.0014,0.00011676178397801733,4.0236889553384274e-5,0.000187,9.189701965757768e-6,1.1075882477277532e-5,1.6570534259915004e-5,3.06e-5,4.5948509828788834e-7
NLA12_NH-111,0.3,3.48,0.24,0.17,0.33,0.037,0.024,0.054,0.12136788321167884,0.003028263871735463,0.001536,0.12214563503649635,0.019097810218978103,0.0004405742913421416,0.0008139999999999999,0.018830785401459854
NLA12_NH-115,0.13,1.984,1.3,0.48,2.3,0.11,0.06,0.15,0.002634375,0.014180942567092071,0.0143,0.006318,0.000321875,0.003942499261104575,0.00396,0.0005346
NLA12_NJ-101,0.25,19.08571429,0.78,0.59,1.0,0.055,0.038,0.075,0.011058947368421052,0.01633016859550635,0.008579999999999999,0.019082576842105264,0.0011936842105263158,0.0022934328318574984,0.00198,0.0013455663157894739
NLA12_NJ-102,0.8,27.9,0.47,0.27,0.76,0.018,0.012,0.026,0.001587938596491228,0.003856710731144066,0.005169999999999999,0.0010062947368421054,0.00021162280701754387,0.0005023634931501819,0.0006479999999999999,3.853894736842105e-5
NLA12_NJ-103,0.2,35.76,1.9,1.5,2.2,0.11,0.092,0.14,0.0285196261682243,0.019416285218669352,0.01216,0.03697435514018691,0.0018327102803738318,0.0028866178409653535,0.00242,0.0021406205607476633
NLA12_NJ-104,0.21,21.64,1.0,0.7,1.4,0.088,0.061,0.12,0.14357777777777778,0.031649417383876326,0.0064,0.16928,0.011292592592592592,0.005656063866015704,0.0019359999999999998,0.014896640000000001
NLA12_NJ-131,0.1,2.901333333,2.5,1.8,3.2,0.18,0.13,0.24,0.05804444444444445,0.019081868534276764,0.016,0.0624,0.006177777777777778,0.0020831001010829567,0.00396,0.0044928
NLA12_NM-104,0.26,4.52,0.47,0.26,0.75,0.15,0.073,0.3,0.00021657754010695186,0.0028214597599656513,0.0029609999999999997,0.0004560256684491979,0.0014919786096256684,0.0013829987782530608,0.0028499999999999997,0.00014554010695187167
NLA12_NM-105,3.08,8.586666667,0.39,0.27,0.54,0.04,0.023,0.067,1.5281501340482574e-5,0.001073982601855472,0.001131,1.8067560321715816e-5,0.0002805183199285076,0.00022407464126780158,0.00052,1.8530831099195709e-6
NLA12_NM-117,0.24,4.658333333,0.75,0.41,1.3,0.071,0.041,0.11,1.0569105691056911e-5,0.00603059504182905,0.0069,0.0,5.4471544715447154e-5,0.0018351986595781854,0.0019879999999999997,0.0
NLA12_NM-132,0.37,23.521,1.4,0.65,2.5,0.21,0.098,0.41,0.0006263157894736842,0.010590133562505334,0.012879999999999999,0.0004244210526315789,0.004067836257309942,0.0018434769684474899,0.00588,6.366315789473684e-5
NLA12_NM-134,0.62,1.83,0.14,0.05,0.27,0.03,0.013,0.055,2.92e-5,0.0006866209084752504,0.0008820000000000001,1.4515200000000001e-5,8.44e-5,0.0003931342926201835,0.00057,3.1104e-6
NLA12_NM-138,0.13,1.915,0.52,0.072,1.5,0.32,0.09,0.77,0.0004962962962962963,0.0030142445295237735,0.0037960000000000003,0.0015807999999999998,0.0032833333333333334,0.002454660073737683,0.00512,0.0009727999999999999
NLA12_NM-152,0.3,12.88,5.5,3.9,7.5,0.35,0.24,0.5,7.906976744186047e-5,0.015686318063641697,0.01595,0.0005525581395348837,0.0012465116279069767,0.0032068382599857227,0.004549999999999999,3.5162790697674416e-5
NLA12_NM-160,3.85,3.28,0.12,0.072,0.18,0.018,0.0076,0.039,3.0e-5,0.0003012679979474278,0.00034799999999999995,1.4300689655172416e-6,0.0001723793103448276,5.861289072726837e-5,0.00023399999999999997,2.1451034482758622e-7
NLA12_NM-162,0.14,1.93,0.35,0.19,0.54,0.099,0.058,0.15,0.00040833333333333336,0.006058019647242689,0.0032199999999999998,0.0036287999999999993,0.00173,0.0019292632321026941,0.002772,0.0010264319999999999
NLA12_NV-101,2.12,6.528,1.0,0.65,1.5,0.13,0.076,0.2,0.00839723076923077,0.0012072260023595354,0.0063,0.0035623384615384615,0.002366923076923077,0.00046447280903631224,0.00247,0.000463104
NLA12_NV-103,0.5,0.334,0.53,0.34,0.78,0.13,0.051,0.23,0.092804,0.00013428724731224102,0.0033390000000000004,0.089385984,0.02376,2.5712283093967817e-5,0.00247,0.021924864
NLA12_NV-105,1.98,4.305882353,0.52,0.33,0.76,0.096,0.054,0.15,0.004761743912018853,0.0003920186275120346,0.0032760000000000003,0.0021281684210526317,0.001957030636292223,0.0001974078520242186,0.001824,0.0003928926315789474
NLA12_NV-106,0.37,3.84,2.2,1.3,3.2,0.37,0.21,0.59,0.0035846153846153844,0.011191493709568763,0.01386,0.0029243076923076926,0.0008128205128205128,0.005965829109619317,0.00703,0.0004918153846153846
NLA12_NV-127,0.22,1.815,0.39,0.17,0.73,0.072,0.031,0.13,0.0003422680412371134,0.0017505783800919386,0.002457,0.00010421443298969073,0.00013917525773195878,0.0010001078951751027,0.0013679999999999999,1.923958762886598e-5
NLA12_NV-137,0.65,4.288,1.2,0.79,1.7,0.21,0.12,0.33,0.016914666666666668,0.0011036600782070476,0.00756,0.01103616,0.005228444444444444,0.00055701278810581,0.00399,0.001931328
NLA12_NV-177,0.32,1.771428571,0.27,0.15,0.43,0.043,0.023,0.07,0.0007571428571428573,0.0008101240108267914,0.001701,0.00018386600985221678,0.0002591133004926109,0.00045966297697933175,0.0008169999999999999,2.9282364532019708e-5
NLA12_NV-193,0.48,2.064,0.21,0.14,0.3,0.024,0.016,0.034,0.0006968152866242038,0.0012269423707256682,0.001932,0.00016757197452229298,0.0002487261146496815,0.00039454799757660235,0.0006720000000000001,1.915108280254777e-5
NLA12_NY-0101,46.32,0.912727273,0.22,0.17,0.27,0.0075,0.0036,0.013,0.0018824570024570024,4.63875383419181e-6,0.0014080000000000002,0.0005481963243243244,0.0001791056511056511,5.791545876624795e-8,0.00016499999999999997,1.8688511056511056e-5
NLA12_NY-0102,15.62,1.171428571,0.15,0.076,0.25,0.0038,0.0014,0.0073,0.0024237659857647125,9.004930363907243e-6,0.0016499999999999998,0.0008132904345813321,0.0001519125050633644,2.996645349398682e-6,0.0001368,2.0603357676060413e-5
NLA12_NY-0103,0.58,1.28,0.33,0.22,0.49,0.016,0.0094,0.023,0.00333042071197411,0.0010748205808644926,0.00363,0.0012456699029126214,0.0002550161812297735,0.0003471288504618653,0.000576,6.039611650485437e-5
NLA12_NY-0106,0.12,1.844,0.9,0.33,1.7,0.058,0.029,0.089,0.0011564516129032257,0.006955491805343074,0.009899999999999999,0.000376258064516129,5.3225806451612906e-5,0.0019830013402046373,0.002088,2.4247741935483872e-5
NLA12_OH-101,3.56,74.56,0.81,0.61,1.0,0.024,0.012,0.043,0.009619170761670761,0.0001506169071831915,0.005184,0.004606133660933661,0.0006423034398034398,1.9023600353293768e-5,0.0005279999999999999,0.0001364780343980344
NLA12_OH-102,2.46,81.6,1.4,0.99,1.9,0.11,0.07,0.15,0.08990963855421685,0.0059867959628948225,0.00896,0.08583787951807227,0.008106506024096384,0.0007463315155799632,0.00242,0.006744404819277108
NLA12_OH-103,0.29,3.76,0.64,0.54,0.75,0.048,0.039,0.058,0.006369230769230769,0.0028768998616932567,0.004096000000000001,0.005210584615384615,0.0009634615384615385,0.0004671394593079834,0.0010559999999999999,0.0003907938461538461
NLA12_OH-104,0.63,53.92,1.6,1.3,1.9,0.099,0.081,0.12,0.027184577114427864,0.011502637116306074,0.01024,0.029367402985074627,0.0024776119402985077,0.0015399927088709465,0.002178,0.0018171080597014925
NLA12_OH-105,17.55,111.2,0.53,0.39,0.7,0.018,0.011,0.026,0.004969675174013921,0.0002989706240303634,0.0033920000000000005,0.0019198641299303944,0.00040806264501160093,3.593645607197426e-5,0.0003959999999999999,6.520293271461716e-5
NLA12_OH-107,3.92,105.984,0.26,0.2,0.33,0.011,0.0089,0.014,0.0012708207831325302,0.0009655550693333302,0.0016640000000000001,0.0005954313253012049,0.00014695030120481927,0.00011662944110216183,0.00024199999999999997,2.519132530120482e-5
NLA12_OH-112,0.4,8.587,1.7,1.2,2.4,0.13,0.089,0.18,0.0014181818181818182,0.01081338948906258,0.01088,0.001669090909090909,0.00012386363636363636,0.0028134073289151715,0.00286,0.00012763636363636362
NLA12_OH-115,0.37,3.188,0.52,0.41,0.67,0.022,0.016,0.028,0.0026706896551724137,0.0016338101371461498,0.0033280000000000002,0.0010844689655172416,0.0002952586206896552,0.0002079093937427246,0.00048399999999999995,4.588137931034483e-5
NLA12_OH-118,1.01,1.22,0.56,0.42,0.73,0.021,0.014,0.028,0.005881818181818182,0.0014985488194159146,0.0035840000000000004,0.003958690909090909,0.0005477272727272728,3.274398808644152e-5,0.000462,0.00014845090909090908
NLA12_OH-127,0.55,1.712,0.36,0.27,0.47,0.014,0.011,0.018,0.0019434628975265019,0.0006836499659567064,0.002304,0.0004616141342756184,0.0002879858657243816,2.8610846061567955e-5,0.000308,1.7951660777385162e-5
NLA12_OH-134,0.12,77.44,2.3,1.9,2.8,0.21,0.16,0.26,0.1144037037037037,0.09133370078057315,0.014719999999999999,0.19062400000000002,0.010470370370370371,0.011470919577899662,0.00462,0.0174048
NLA12_OH-136,0.32,204.48,0.14,0.12,0.17,0.015,0.011,0.019,0.00225,0.02282076626798828,0.0008960000000000001,0.023361681355932206,0.00021440677966101695,0.0026253881410854786,0.00032999999999999994,0.002503037288135593
NLA12_OH-137,0.33,36.25714286,0.14,0.11,0.17,0.018,0.013,0.022,0.0040715447154471545,0.01696324295107774,0.0008960000000000001,0.020120663414634147,0.0004154471544715447,0.002511439348807702,0.0003959999999999999,0.00258694243902439
NLA12_OK-101,4.45,15.5,0.17,0.12,0.23,0.0099,0.0075,0.013,0.00024954545454545455,0.00027998012342714436,0.000493,5.863588932806326e-5,7.051383399209486e-5,5.634913848874431e-5,0.0001287,3.414678260869566e-6
NLA12_OK-102,14.41,40.5,1.2,0.88,1.6,0.093,0.067,0.12,0.004717307262569833,0.0001964112086267043,0.0034799999999999996,0.0014399356424581007,0.0012602346368715083,3.531031802341153e-5,0.001209,0.00011159501229050281
NLA12_OK-104,34.98,4.28,0.23,0.074,0.44,0.016,0.0086,0.025,0.00096887,2.3999180928178257e-5,0.000667,0.00032311872,0.0002225325,4.857393578142261e-6,0.000208,2.2477824000000003e-5
NLA12_OK-106,27.29,26.8,7.5,5.5,10.0,0.71,0.49,0.99,0.03509635403464301,3.410569781603227e-5,0.02175,0.013273460076045625,0.010367754541613858,6.461145151507069e-6,0.009229999999999999,0.0012565542205323192
NLA12_OK-107,48.77,10.3,0.46,0.35,0.59,0.016,0.011,0.021,0.003838619417731524,7.201799721007664e-6,0.0029440000000000004,0.0009597251903570017,0.00037103411935186407,1.785283058633548e-6,0.000352,3.338174575154789e-5
NLA12_OK-108,2.51,4.56,0.29,0.12,0.54,0.015,0.0094,0.023,0.0008237151702786379,0.0003037450312055609,0.0008409999999999998,0.0003133939318885449,0.0001460061919504644,6.190713040199324e-5,0.000195,1.6210030959752325e-5
NLA12_OK-109,2.9,6.77,0.27,0.21,0.33,0.03,0.023,0.039,0.0010078506787330316,0.00025274406278703783,0.000783,0.0005045603619909503,0.00039110859728506785,5.274925595095902e-5,0.00039,5.606226244343891e-5
NLA12_OK-117,0.18,109.0,6.5,5.3,7.7,0.71,0.59,0.84,0.02714375,0.06448740090104715,0.01885,0.071955,0.007125,0.01026939405892968,0.009229999999999999,0.007859699999999999
NLA12_OK-118,1.15,0.65,3.3,2.3,4.6,0.56,0.36,0.81,0.06445511811023621,0.003568009217669227,0.009569999999999999,0.058371023622047234,0.016921259842519683,0.000389877529561315,0.00728,0.009905385826771654
NLA12_OK-119,1.43,38.8,1.5,1.2,1.9,0.16,0.13,0.2,0.00721423487544484,0.006204052782858487,0.00435,0.008762989323843416,0.0019224199288256228,0.0011215236439585958,0.00208,0.0009347188612099644
NLA12_OK-120,0.91,11.4,0.72,0.42,1.2,0.063,0.044,0.087,0.0030766283524904215,0.0024989855834208472,0.0020879999999999996,0.0034559999999999994,0.0006068965517241379,0.0005151720066788087,0.000819,0.0003024
NLA12_OK-121,1.48,8.68,0.98,0.69,1.3,0.12,0.091,0.16,0.007911553784860558,0.002401742005722134,0.002842,0.007421450199203187,0.00205199203187251,0.0005009760153184244,0.00156,0.0009087490039840638
NLA12_OK-122,0.19,15.6,5.3,4.5,6.0,0.55,0.45,0.66,0.011782926829268292,0.03461093973952967,0.015369999999999998,0.03127258536585366,0.0034658536585365856,0.006961663883839537,0.00715,0.0032452682926829273
NLA12_OK-134,10.83,13.4,0.53,0.32,0.75,0.11,0.065,0.16,0.011493861854755214,0.00020166956129032942,0.001537,0.010179762756988613,0.0034139476408815263,4.110224473626415e-5,0.0014299999999999998,0.002112780949563674
NLA12_OK-135,1.83,6.41,0.67,0.3,1.2,0.053,0.034,0.076,0.004062567567567567,0.0014836895582409303,0.001943,0.003582797837837838,0.00065,0.00030922992463555953,0.0006889999999999999,0.00028341535135135136
NLA12_OK-291,1.58,50.3,1.1,0.85,1.4,0.056,0.043,0.072,0.0038631884057971013,0.006599816226396898,0.007040000000000001,0.0036914086956521745,0.00048347826086956523,0.0008970311373194007,0.001232,0.00018792626086956522
NLA12_OK-292,0.23,91.1,2.8,2.2,3.4,0.31,0.25,0.37,0.012397101449275362,0.029173766527127748,0.008119999999999999,0.03365843478260869,0.003101449275362319,0.004741709774949355,0.00403,0.0037264695652173907
NLA12_OK-302,0.14,4.42,4.1,2.9,5.3,0.34,0.25,0.45,0.0027511111111111113,0.021570508787331792,0.011889999999999998,0.012595199999999999,0.0008866666666666667,0.00438180915525605,0.00442,0.0010444800000000002
NLA12_OR-101,1.59,6.492957746,0.42,0.28,0.61,0.049,0.028,0.083,0.002246794871794872,0.0012506780516770319,0.002646,0.0010932923076923077,0.000527724358974359,0.00048305227323283467,0.000931,0.00012755076923076923
NLA12_OR-102,1.08,11.28,0.27,0.15,0.43,0.084,0.034,0.16,0.016499067164179104,0.002389537605650455,0.001701,0.017361080597014928,0.006486380597014925,0.0006217537424896642,0.001596,0.005401225074626866
NLA12_OR-103,2.17,0.701333333,0.11,0.078,0.15,0.019,0.013,0.027,0.0017926222935044107,5.770980752143143e-5,0.001012,0.0007747246190858059,0.0006573376102646351,1.2851596773828543e-5,0.000532,0.00013381607056936647
NLA12_OR-104,26.69,2.821333333,0.13,0.053,0.24,0.021,0.0069,0.047,0.002495344943067649,1.156818251277422e-5,0.000767,0.001747617950435365,0.0008705827193569994,1.012548587365315e-5,0.0005880000000000001,0.0002823075150703282
NLA12_OR-105,5.33,3.744,0.22,0.13,0.33,0.032,0.018,0.05,0.0028083241455347297,6.931923548384888e-5,0.002024,0.0008600753252480706,0.001012877618522602,2.205443521440096e-5,0.000896,0.00012510186549062846
NLA12_OR-106,0.59,0.997894737,0.13,0.069,0.2,0.017,0.0091,0.028,0.00229625,9.280100601286822e-5,0.001196,0.00122148,0.0006077314814814814,2.427759496830892e-5,0.000476,0.00015973200000000002
NLA12_OR-110,0.55,3.71967655,0.18,0.14,0.22,0.028,0.02,0.037,0.0011966666666666666,0.0013901101617888525,0.001656,0.001064448,0.00048444444444444446,0.00044272866878753504,0.0007840000000000001,0.0001655808
NLA12_OR-112,5.83,8.114285714,0.47,0.31,0.66,0.075,0.042,0.12,0.0059682408660351825,0.00014622239393516966,0.004324,0.002002925033829499,0.0024149255751014886,3.7279178580964625e-5,0.0021,0.00031961569688768605
NLA12_OR-113,2.21,1.624,0.14,0.096,0.19,0.023,0.014,0.034,0.0016511850311850312,6.491711287116101e-5,0.001288,0.0004624645322245323,0.000698024948024948,1.997056150170208e-5,0.000644,7.597631600831601e-5
NLA12_OR-128,13.77,5.323076923,0.014,0.0087,0.022,0.0015,0.00092,0.0023,0.00011637600766222364,1.6299427980151126e-5,0.00012880000000000001,6.270533961209992e-6,3.797988666294197e-5,4.786501160163846e-6,4.2000000000000004e-5,6.718429244153563e-7
NLA12_OR-133,0.14,1.424,0.026,0.011,0.049,0.0081,0.003,0.014,0.0008458333333333333,0.011566380107228694,0.0002392,0.0130572,0.00036666666666666667,0.003435566265841524,0.00022679999999999998,0.00406782
